"";"Cod_setor";"Situacao_setor";"V062";"V063";"V064";"V065";"V066";"V067";"V068";"V081";"V082";"V083";"V084";"V085";"V086";"V087";"qtdM"
"289";230440005070707;1;"10";"27";"26";"7";"7";"7";"2";20;20;12;3;3;2;8;68
"290";230440005070708;1;"7";"17";"12";"7";"6";"4";"9";14;11;25;20;7;5;3;85
"291";230440005070709;1;"5";"16";"16";"10";"0";"3";"4";18;8;13;5;7;6;7;64
"292";230440005070710;1;"32";"50";"50";"27";"13";"14";"28";32;36;39;18;11;20;6;162
"293";230440005070711;1;"28";"41";"24";"20";"5";"11";"15";31;29;26;16;6;7;8;123
"294";230440005070712;1;"12";"22";"36";"9";"6";"3";"16";15;18;13;10;7;10;6;79
"295";230440005070713;1;"13";"27";"33";"16";"13";"11";"10";24;29;19;19;10;13;7;121
"296";230440005070714;1;"23";"28";"25";"10";"8";"10";"18";23;21;24;16;6;6;13;109
"297";230440005070715;1;"30";"42";"30";"18";"5";"7";"15";25;33;15;17;3;9;13;115
"298";230440005070716;1;"15";"10";"16";"4";"1";"4";"3";8;6;21;11;4;2;4;56
"299";230440005070717;1;"20";"32";"28";"13";"9";"2";"7";14;20;12;10;5;5;5;71
"300";230440005070718;1;"16";"17";"20";"5";"1";"1";"7";8;6;11;1;0;1;5;32
"301";230440005070719;1;"19";"36";"28";"21";"8";"5";"14";28;22;23;8;8;6;15;110
"302";230440005070720;1;"20";"7";"8";"10";"5";"6";"6";12;25;17;8;4;2;10;78
"303";230440005070721;1;"29";"26";"29";"14";"6";"4";"11";21;13;11;3;0;4;7;59
"304";230440005070722;1;"25";"42";"31";"14";"3";"5";"9";42;34;25;15;10;9;19;154
"305";230440005070723;1;"25";"20";"31";"24";"4";"9";"16";8;18;14;14;5;7;13;79
"306";230440005070724;1;"16";"20";"29";"14";"4";"4";"16";18;24;18;8;8;5;7;88
"307";230440005070725;1;"13";"28";"26";"13";"9";"4";"19";39;34;37;13;4;7;20;154
"308";230440005070726;1;"37";"42";"49";"21";"12";"8";"14";36;25;31;15;3;11;13;134
"309";230440005070727;1;"15";"15";"16";"10";"3";"4";"17";29;41;30;13;9;13;9;144
"310";230440005070728;1;"15";"17";"8";"7";"4";"3";"5";5;4;6;5;2;0;1;23
"311";230440005070729;1;"14";"17";"18";"17";"7";"3";"7";27;13;16;11;7;9;10;93
"312";230440005070730;1;"32";"57";"51";"26";"10";"12";"15";29;35;18;12;10;11;8;123
"313";230440005070731;1;"43";"76";"34";"31";"5";"14";"11";32;41;25;24;13;5;13;153
"314";230440005070732;1;"10";"12";"10";"4";"3";"0";"3";8;12;9;14;2;2;4;51
"315";230440005070733;1;"6";"11";"7";"8";"4";"3";"2";5;2;13;3;3;9;2;37
"316";230440005070734;1;"32";"35";"33";"23";"6";"6";"23";34;25;30;18;5;12;16;140
"317";230440005070735;1;"40";"41";"55";"25";"9";"4";"15";40;45;25;18;14;13;16;171
"318";230440005070736;1;"20";"18";"12";"10";"2";"3";"8";20;30;23;17;4;7;7;108
"319";230440005070737;1;"13";"22";"29";"16";"5";"2";"10";18;37;29;16;7;10;11;128
"320";230440005070738;1;"6";"15";"18";"12";"2";"5";"1";15;15;11;5;5;7;3;61
"321";230440005070739;1;"22";"26";"43";"23";"7";"6";"5";22;20;13;8;4;5;9;81
"322";230440005070740;1;"44";"47";"33";"22";"15";"6";"25";37;30;19;18;7;9;8;128
"323";230440005070741;1;"11";"19";"17";"13";"1";"4";"9";9;16;17;4;3;5;9;63
"324";230440005070742;1;"16";"41";"33";"17";"8";"3";"11";28;30;24;11;2;4;6;105
"325";230440005070743;1;"25";"28";"32";"11";"10";"2";"12";25;25;19;13;4;6;7;99
"326";230440005070744;1;"24";"34";"28";"16";"3";"6";"13";25;34;24;12;6;14;11;126
"327";230440005070745;1;"19";"42";"37";"17";"15";"6";"8";19;20;19;16;4;9;5;92
"328";230440005070746;1;"11";"11";"14";"12";"2";"4";"7";9;16;10;6;1;6;10;58
"329";230440005070747;1;"30";"42";"37";"17";"8";"3";"8";25;35;20;7;4;4;2;97
"330";230440005070748;1;"35";"35";"21";"20";"12";"8";"10";24;31;23;11;7;2;18;116
"331";230440005070749;1;"17";"29";"26";"9";"2";"5";"8";20;10;10;3;4;10;15;72
"332";230440005070750;1;"42";"44";"32";"24";"13";"6";"29";36;26;28;12;6;10;25;143
"333";230440005070751;1;"39";"41";"23";"19";"6";"5";"17";34;33;21;9;3;7;14;121
"334";230440005070752;1;"28";"30";"36";"25";"8";"4";"9";25;17;14;7;5;6;8;82
"335";230440005070807;1;"10";"26";"23";"9";"4";"4";"10";20;14;12;13;5;5;6;75
"336";230440005070808;1;"16";"18";"10";"6";"4";"3";"5";17;33;21;10;2;4;13;100
"337";230440005070809;1;"35";"35";"42";"14";"6";"6";"9";15;15;20;4;5;4;13;76
"338";230440005070810;1;"23";"9";"9";"1";"2";"2";"11";24;42;25;9;7;5;5;117
"339";230440005070811;1;"15";"11";"12";"6";"4";"3";"19";14;16;19;10;5;7;5;76
"340";230440005070812;1;"21";"31";"16";"17";"3";"7";"10";54;64;66;26;14;19;12;255
"341";230440005070813;1;"15";"21";"12";"8";"10";"3";"9";13;21;7;8;5;0;8;62
"342";230440005070814;1;"18";"29";"38";"20";"6";"9";"10";20;25;16;12;9;5;12;99
"343";230440005070815;1;"17";"28";"29";"15";"6";"6";"12";28;23;12;9;6;7;12;97
"344";230440005070816;1;"39";"40";"21";"11";"8";"4";"28";35;29;16;11;2;7;25;125
"345";230440005070817;1;"53";"54";"41";"9";"8";"7";"34";32;27;30;7;4;8;11;119
"346";230440005070818;1;"4";"12";"7";"5";"0";"2";"2";4;6;4;1;0;4;3;22
"347";230440005070819;1;"31";"57";"38";"34";"10";"6";"5";30;23;17;16;3;9;19;117
"348";230440005070820;1;"25";"34";"29";"20";"5";"2";"4";25;16;12;7;2;3;12;77
"349";230440005070821;1;"19";"18";"19";"12";"3";"1";"8";44;47;41;22;7;3;9;173
"350";230440005070822;1;"16";"17";"6";"3";"0";"1";"13";34;39;30;19;8;3;6;139
"351";230440005070823;1;"17";"21";"21";"7";"3";"2";"5";18;18;12;2;3;3;3;59
"352";230440005070824;1;"14";"20";"22";"14";"9";"3";"6";12;14;11;4;5;6;4;56
"353";230440005070825;1;"30";"48";"55";"26";"11";"10";"11";27;24;19;14;3;8;13;108
"354";230440005070826;1;"28";"33";"27";"15";"8";"8";"15";21;22;17;10;6;7;10;93
"355";230440005070827;1;"39";"45";"41";"27";"14";"25";"27";27;24;30;19;11;13;21;145
"356";230440005070828;1;"18";"38";"25";"25";"12";"6";"13";14;31;19;22;12;18;5;121
"357";230440005070829;1;"15";"20";"17";"5";"2";"3";"8";27;37;33;27;8;8;9;149
"358";230440005070830;1;"8";"18";"17";"12";"2";"1";"9";21;32;30;25;4;17;7;136
"359";230440005070831;1;"16";"32";"28";"15";"6";"5";"17";21;25;24;17;4;10;3;104
"360";230440005070832;1;"21";"20";"29";"18";"12";"13";"7";24;56;55;22;12;19;13;201
"361";230440005070833;1;"28";"40";"49";"27";"18";"16";"16";33;34;40;27;19;16;11;180
"362";230440005070834;1;"9";"4";"8";"4";"0";"4";"9";10;16;16;15;9;4;4;74
"363";230440005070835;1;"28";"37";"33";"20";"6";"5";"7";25;29;18;10;6;8;5;101
"364";230440005070836;1;"39";"55";"43";"31";"9";"6";"23";37;34;41;20;4;8;25;169
"365";230440005070837;1;"38";"43";"38";"21";"9";"4";"15";21;24;22;7;8;7;17;106
"366";230440005070838;1;"30";"54";"43";"31";"8";"11";"16";16;18;16;9;9;5;20;93
"367";230440005070839;1;"15";"21";"14";"7";"8";"1";"13";24;32;21;21;8;13;2;121
"368";230440005070840;1;"7";"24";"12";"6";"4";"2";"5";13;19;16;4;7;9;7;75
"369";230440005070841;1;"17";"27";"24";"10";"6";"8";"9";25;33;24;17;5;6;9;119
"370";230440005070842;1;"17";"42";"31";"18";"8";"2";"13";26;38;28;23;6;8;9;138
"371";230440005070843;1;"24";"57";"35";"17";"11";"6";"21";31;28;33;13;10;5;15;135
"372";230440005070844;1;"31";"51";"45";"29";"12";"5";"10";37;44;39;25;12;12;15;184
"373";230440005070845;1;"13";"14";"14";"4";"3";"1";"15";19;19;22;7;4;5;5;81
"374";230440005070846;1;"10";"13";"14";"5";"2";"1";"13";7;11;5;5;3;2;7;40
"375";230440005070847;1;"22";"33";"13";"13";"9";"4";"13";20;21;27;18;6;16;3;111
"376";230440005070848;1;"17";"27";"34";"13";"0";"17";"21";25;43;16;17;8;15;11;135
"377";230440005070849;1;"26";"48";"50";"21";"14";"7";"10";20;33;15;16;2;5;8;99
"378";230440005070850;1;"29";"36";"35";"22";"13";"9";"15";29;27;21;11;8;4;2;102
"379";230440005070851;1;"16";"13";"24";"15";"12";"5";"15";17;24;26;27;14;18;11;137
"380";230440005070852;1;"14";"33";"39";"28";"13";"15";"16";19;14;20;17;10;11;7;98
"381";230440005070853;1;"16";"21";"4";"11";"5";"1";"13";21;22;18;22;11;11;10;115
"382";230440005070854;1;"8";"21";"17";"19";"1";"2";"23";34;62;46;33;17;15;9;216
"383";230440005070855;1;"35";"52";"41";"19";"8";"3";"19";30;29;23;16;5;7;9;119
"384";230440005070856;1;"21";"27";"35";"8";"5";"6";"10";26;29;27;11;7;3;7;110
"385";230440005070857;1;"34";"43";"32";"15";"2";"1";"30";38;30;17;8;5;3;15;116
"386";230440005070858;1;"25";"41";"37";"15";"8";"5";"16";23;26;21;8;4;4;11;97
"387";230440005070859;1;"2";"15";"14";"5";"5";"0";"9";21;21;24;13;13;9;10;111
"388";230440005070860;1;"31";"31";"33";"12";"3";"5";"12";15;23;22;10;6;8;15;99
"389";230440005070861;1;"25";"23";"22";"10";"5";"4";"12";44;61;51;24;17;9;15;221
"390";230440005070862;1;"30";"58";"44";"26";"14";"13";"6";24;23;29;21;7;3;10;117
"391";230440005070863;1;"21";"29";"46";"23";"8";"8";"4";28;24;25;13;12;6;9;117
"392";230440005070864;1;"30";"30";"40";"21";"5";"10";"22";34;28;33;9;2;8;15;129
"393";230440005070865;1;"51";"86";"65";"33";"14";"8";"34";39;40;34;14;7;10;23;167
"394";230440005070866;1;"16";"27";"24";"11";"6";"4";"3";20;16;14;12;8;5;4;79
"395";230440005070867;1;"14";"16";"21";"15";"5";"6";"3";26;22;23;9;5;4;6;95
"396";230440005070868;1;"23";"34";"38";"20";"4";"10";"14";33;41;21;16;6;9;13;139
"397";230440005070869;1;"22";"35";"25";"15";"5";"11";"8";19;15;17;7;4;9;13;84
"398";230440005070870;1;"37";"53";"52";"25";"6";"13";"15";30;29;21;14;8;11;18;131
"399";230440005070912;1;"14";"17";"20";"12";"4";"4";"13";15;18;19;12;6;5;7;82
"400";230440005070913;1;"13";"16";"15";"11";"1";"1";"9";14;18;7;6;5;4;6;60
"401";230440005070914;1;"13";"21";"13";"9";"5";"2";"4";27;18;15;11;1;0;10;82
"402";230440005070915;1;"17";"19";"21";"8";"2";"2";"7";22;26;17;2;0;2;12;81
"403";230440005070916;1;"22";"29";"33";"11";"1";"1";"23";28;29;27;6;6;4;31;131
"404";230440005070917;1;"20";"37";"32";"17";"2";"0";"27";59;60;44;10;1;0;27;201
"405";230440005070918;1;"13";"16";"7";"1";"3";"1";"28";24;34;33;9;1;6;23;130
"406";230440005070919;1;"15";"25";"24";"11";"11";"1";"5";17;24;17;10;1;0;4;73
"407";230440005070920;1;"29";"25";"10";"14";"5";"3";"5";20;18;9;3;1;0;4;55
"408";230440005070921;1;"24";"19";"22";"10";"2";"3";"8";16;8;3;7;2;2;8;46
"409";230440005070922;1;"19";"20";"29";"18";"5";"3";"16";32;38;22;17;3;4;15;131
"410";230440005070923;1;"12";"22";"19";"10";"8";"2";"8";18;19;12;6;2;0;19;76
"411";230440005070924;1;"22";"20";"29";"12";"8";"7";"12";24;20;12;14;6;5;9;90
"412";230440005070925;1;"14";"15";"14";"12";"3";"4";"5";23;14;18;5;9;1;9;79
"413";230440005070926;1;"29";"33";"33";"10";"1";"4";"19";21;25;17;4;3;6;16;92
"414";230440005070927;1;"33";"36";"37";"12";"4";"1";"22";24;26;23;13;6;4;13;109
"415";230440005070928;1;"16";"24";"23";"10";"4";"7";"8";23;19;20;7;5;5;9;88
"416";230440005070929;1;"14";"18";"16";"6";"3";"0";"10";36;36;19;6;1;0;16;114
"417";230440005070930;1;"24";"32";"31";"7";"2";"1";"12";25;23;8;7;1;1;17;82
"418";230440005070931;1;"13";"17";"11";"4";"5";"7";"11";12;18;15;8;4;5;5;67
"419";230440005070932;1;"11";"26";"20";"12";"5";"2";"14";10;17;22;9;5;2;3;68
"420";230440005070933;1;"15";"34";"28";"11";"6";"5";"9";25;14;19;12;5;3;12;90
"421";230440005070934;1;"16";"20";"17";"16";"11";"4";"11";25;19;17;15;6;7;14;103
"422";230440005070935;1;"9";"24";"36";"12";"6";"10";"9";30;36;19;18;7;8;11;129
"423";230440005070936;1;"29";"39";"21";"17";"7";"3";"17";17;25;14;14;1;6;13;90
"424";230440005070937;1;"20";"7";"3";"0";"1";"0";"9";32;48;33;18;9;14;4;158
"425";230440005070938;1;"24";"26";"31";"12";"5";"3";"5";16;35;28;16;5;5;9;114
"426";230440005070939;1;"27";"26";"19";"19";"7";"5";"10";14;24;14;8;4;9;8;81
"427";230440005070940;1;"14";"25";"14";"10";"3";"0";"6";22;29;22;14;1;1;15;104
"428";230440005070941;1;"12";"23";"42";"13";"1";"4";"1";19;10;15;5;1;1;7;58
"429";230440005070942;1;"16";"19";"32";"8";"5";"4";"4";28;24;15;8;2;0;14;91
"430";230440005070943;1;"34";"42";"37";"20";"5";"1";"23";46;26;22;11;0;2;17;124
"431";230440005070944;1;"25";"30";"22";"13";"5";"1";"15";25;24;10;6;2;4;8;79
"432";230440005070945;1;"18";"17";"26";"6";"2";"1";"13";31;49;34;17;8;5;22;166
"433";230440005070946;1;"23";"24";"21";"13";"5";"3";"6";22;27;23;13;6;8;11;110
"434";230440005070947;1;"20";"42";"19";"9";"3";"2";"12";29;24;14;6;1;2;17;93
"435";230440005070948;1;"14";"31";"27";"18";"7";"2";"4";18;17;18;7;0;7;10;77
"436";230440005070949;1;"12";"13";"14";"7";"3";"2";"5";26;23;39;17;7;6;6;124
"437";230440005070950;1;"11";"15";"18";"13";"6";"4";"7";22;31;20;7;7;5;6;98
"438";230440005070951;1;"18";"35";"36";"17";"6";"11";"1";24;20;19;7;3;8;7;88
"439";230440005070952;1;"27";"25";"35";"16";"6";"4";"6";25;19;13;10;9;8;15;99
"440";230440005070953;1;"14";"13";"7";"3";"0";"1";"10";22;25;7;8;1;2;5;70
"441";230440005070954;1;"14";"26";"22";"9";"4";"4";"7";16;16;19;8;5;11;4;79
"442";230440005070955;1;"19";"30";"20";"13";"4";"4";"9";15;13;9;8;3;17;5;70
"443";230440005070956;1;"15";"32";"31";"15";"8";"3";"12";51;46;40;28;18;11;9;203
"444";230440005070957;1;"15";"23";"21";"14";"5";"4";"18";23;23;11;9;2;5;9;82
"445";230440005070958;1;"21";"43";"39";"15";"1";"4";"10";24;20;26;6;7;4;9;96
"446";230440005070959;1;"12";"27";"26";"20";"11";"5";"13";29;36;24;16;8;10;8;131
"447";230440005070960;1;"26";"37";"37";"32";"14";"15";"10";22;26;24;11;7;7;7;104
"448";230440005070961;1;"13";"40";"33";"22";"5";"3";"10";26;46;29;14;5;2;18;140
"449";230440005070962;1;"15";"38";"28";"11";"6";"4";"18";26;37;16;7;10;6;4;106
"450";230440005070963;1;"45";"44";"41";"21";"3";"3";"20";55;50;30;22;8;7;22;194
"451";230440005070964;1;"9";"23";"17";"7";"8";"5";"9";12;23;11;16;5;3;5;75
"452";230440005070965;1;"16";"17";"24";"15";"4";"5";"14";10;26;23;16;9;11;8;103
"453";230440005070966;1;"22";"35";"20";"9";"13";"6";"13";45;39;42;15;13;8;25;187
"454";230440005070967;1;"23";"36";"35";"14";"6";"6";"10";23;20;10;9;3;7;10;82
"455";230440005070968;1;"18";"20";"30";"19";"4";"3";"10";25;25;21;11;7;5;11;105
"456";230440005070969;1;"14";"32";"19";"13";"7";"8";"10";32;36;29;25;6;9;13;150
"457";230440005070970;1;"20";"28";"22";"11";"2";"5";"13";16;19;11;7;3;8;3;67
"458";230440005070971;1;"23";"19";"15";"11";"7";"5";"11";24;28;25;14;7;4;8;110
"459";230440005070972;1;"15";"32";"20";"11";"6";"4";"26";26;21;14;11;6;3;12;93
"460";230440005070973;1;"33";"39";"45";"8";"3";"4";"16";30;18;9;7;4;2;5;75
"461";230440005070974;1;"19";"40";"41";"12";"6";"2";"12";35;43;31;20;6;14;18;167
"462";230440005070975;1;"21";"31";"37";"26";"5";"7";"8";13;13;11;13;8;10;6;74
"463";230440005070976;1;"11";"19";"25";"17";"12";"9";"6";17;16;11;3;5;4;10;66
"464";230440005070977;1;"35";"36";"40";"13";"6";"8";"19";52;64;47;32;15;7;14;231
"465";230440005070978;1;"49";"55";"20";"12";"2";"4";"27";39;24;16;0;5;7;28;119
"466";230440005070979;1;"8";"18";"24";"13";"1";"4";"9";9;14;9;13;5;11;1;62
"467";230440005070980;1;"8";"13";"14";"10";"7";"6";"8";11;25;18;11;4;7;3;79
"468";230440005070981;1;"26";"25";"24";"17";"3";"8";"12";11;16;21;8;4;9;12;81
"469";230440005070982;1;"19";"29";"25";"13";"8";"8";"6";24;17;26;16;6;9;9;107
"470";230440005070983;1;"11";"25";"15";"12";"2";"7";"5";13;14;16;14;4;5;6;72
"471";230440005070984;1;"16";"25";"25";"17";"10";"3";"8";16;17;16;16;10;10;6;91
"472";230440005070985;1;"15";"44";"38";"21";"12";"7";"11";15;14;11;6;4;8;3;61
"473";230440005070986;1;"17";"15";"17";"22";"6";"9";"10";30;41;29;20;14;17;8;159
"474";230440005070987;1;"23";"30";"29";"12";"6";"6";"12";24;38;42;17;10;6;13;150
"475";230440005070988;1;"21";"27";"26";"8";"10";"7";"12";13;27;22;12;12;8;7;101
"476";230440005070989;1;"14";"17";"14";"4";"1";"2";"14";26;33;26;22;8;10;7;132
"477";230440005070990;1;"20";"31";"25";"14";"6";"8";"16";32;41;40;27;24;14;12;190
"478";230440005070991;1;"31";"50";"43";"24";"15";"6";"21";33;31;32;18;11;12;7;144
"479";230440005070992;1;"16";"31";"26";"12";"8";"4";"8";22;42;37;27;10;14;5;157
"480";230440005070993;1;"12";"25";"31";"18";"6";"10";"5";10;11;25;17;8;9;9;89
"481";230440005070994;1;"12";"10";"13";"9";"4";"1";"6";15;10;7;5;4;4;3;48
"482";230440005071163;1;"26";"24";"16";"8";"6";"2";"14";53;85;66;39;23;24;16;306
"483";230440005071164;1;"18";"24";"29";"9";"4";"3";"20";36;56;73;44;28;22;17;276
"484";230440005080001;1;"19";"24";"14";"6";"3";"2";"8";18;22;18;7;5;8;10;88
"485";230440005080002;1;"29";"39";"28";"12";"6";"5";"27";39;29;22;8;5;5;20;128
"486";230440005080003;1;"18";"13";"13";"5";"0";"0";"13";21;21;10;2;1;9;14;78
"487";230440005080004;1;"21";"17";"25";"10";"1";"4";"13";22;23;10;4;3;0;18;80
"488";230440005080005;1;"11";"18";"12";"15";"3";"5";"1";10;16;6;1;4;5;6;48
"489";230440005080006;1;"27";"30";"22";"18";"6";"3";"14";26;23;19;9;5;2;26;110
"490";230440005080007;1;"41";"29";"29";"10";"3";"4";"53";50;35;18;9;1;6;28;147
"491";230440005080008;1;"22";"17";"16";"6";"5";"1";"30";14;13;7;3;4;2;7;50
"492";230440005080009;1;"33";"27";"34";"19";"7";"7";"20";34;41;19;7;1;2;20;124
"493";230440005080010;1;"18";"22";"28";"11";"1";"6";"11";30;19;17;10;5;4;14;99
"494";230440005080011;1;"20";"29";"24";"10";"11";"5";"15";32;38;24;11;3;2;14;124
"495";230440005080012;1;"20";"40";"34";"15";"5";"5";"15";29;23;21;9;6;4;34;126
"496";230440005080013;1;"32";"41";"32";"27";"7";"6";"16";44;44;20;16;4;8;17;153
"497";230440005080014;1;"28";"25";"40";"19";"11";"6";"30";57;30;24;9;9;5;21;155
"498";230440005080015;1;"28";"12";"9";"5";"1";"4";"23";26;21;12;9;6;4;30;108
"499";230440005080016;1;"10";"12";"11";"7";"2";"3";"9";26;22;14;10;3;0;12;87
"500";230440005080017;1;"14";"17";"19";"5";"6";"2";"11";29;29;23;9;4;6;15;115
"501";230440005080018;1;"25";"27";"39";"16";"5";"3";"28";43;31;16;7;2;5;29;133
"502";230440005080019;1;"X";"X";"X";"X";"X";"X";"X";NA;NA;NA;NA;NA;NA;NA;NA
"503";230440005080020;1;"14";"9";"16";"12";"4";"5";"7";15;20;15;9;3;6;12;80
"504";230440005080021;1;"14";"23";"18";"16";"8";"3";"12";29;35;18;9;7;1;12;111
"505";230440005080022;1;"18";"17";"19";"7";"3";"1";"12";19;20;7;3;3;2;23;77
"506";230440005080023;1;"46";"27";"22";"12";"4";"2";"36";50;35;14;10;2;2;21;134
"507";230440005080024;1;"36";"39";"30";"11";"3";"0";"46";56;24;22;13;7;5;44;171
"508";230440005080025;1;"24";"29";"25";"11";"5";"0";"16";53;27;13;11;6;7;19;136
"509";230440005080026;1;"43";"44";"47";"25";"4";"4";"12";42;49;34;11;6;2;30;174
"510";230440005080027;1;"15";"11";"8";"5";"2";"4";"7";20;18;3;13;1;4;11;70
"511";230440005080028;1;"15";"30";"23";"15";"5";"5";"11";17;20;6;8;4;4;12;71
"512";230440005080029;1;"X";"X";"X";"X";"X";"X";"X";NA;NA;NA;NA;NA;NA;NA;NA
"513";230440005080062;1;"5";"4";"7";"4";"3";"0";"5";4;3;0;0;0;0;3;10
"514";230440005080063;1;"0";"2";"1";"0";"0";"0";"2";0;2;2;0;0;0;1;5
"515";230440005080064;1;"19";"18";"12";"5";"2";"2";"13";17;13;8;7;3;2;8;58
"516";230440005080065;1;"42";"28";"20";"12";"9";"6";"46";38;19;18;9;7;11;36;138
"517";230440005080066;1;"26";"12";"15";"5";"0";"4";"40";38;29;21;9;3;4;23;127
"518";230440005080067;1;"28";"10";"11";"5";"1";"3";"74";31;22;9;7;4;1;36;110
"519";230440005080068;1;"18";"18";"10";"4";"2";"3";"9";28;20;7;4;5;1;12;77
"520";230440005080069;1;"33";"6";"40";"10";"5";"2";"40";17;4;27;8;6;2;12;76
"521";230440005080070;1;"19";"7";"6";"3";"1";"1";"84";24;15;9;6;1;0;34;89
"522";230440005080071;1;"11";"12";"20";"5";"4";"2";"13";13;23;22;7;2;6;19;92
"523";230440005080072;1;"57";"43";"45";"40";"19";"20";"58";50;43;23;17;8;5;27;173
"524";230440005080073;1;"43";"22";"29";"12";"3";"3";"48";37;27;19;12;5;10;15;125
"525";230440005080074;1;"25";"6";"2";"3";"0";"2";"56";5;4;1;1;1;0;24;36
"526";230440005080075;1;"31";"41";"35";"21";"11";"11";"32";30;23;23;15;9;8;15;123
"527";230440005080076;1;"23";"20";"11";"13";"3";"2";"32";40;23;24;8;7;5;45;152
"528";230440005080077;1;"37";"23";"17";"5";"2";"1";"26";33;17;7;5;2;3;36;103
"529";230440005080078;1;"21";"18";"17";"11";"5";"2";"27";26;24;16;5;4;4;30;109
"530";230440005080079;1;"36";"39";"33";"21";"6";"4";"30";37;38;29;15;4;3;27;153
"531";230440005080080;1;"37";"30";"28";"12";"2";"6";"14";37;34;13;9;3;1;26;123
"532";230440005080081;1;"35";"27";"26";"12";"5";"5";"36";43;39;27;17;7;5;17;155
"533";230440005080082;1;"31";"17";"17";"13";"4";"2";"20";33;28;18;14;4;2;39;138
"534";230440005080083;1;"43";"39";"18";"12";"4";"1";"60";44;24;19;7;1;3;32;130
"535";230440005080084;1;"9";"10";"11";"4";"0";"0";"17";14;11;8;2;0;2;7;44
"536";230440005080085;1;"22";"21";"16";"6";"4";"2";"18";26;19;5;6;2;0;10;68
"537";230440005080086;1;"26";"28";"16";"8";"1";"1";"38";19;12;12;2;0;2;22;69
"538";230440005080087;1;"11";"7";"19";"5";"5";"2";"25";17;2;12;2;3;2;8;46
"539";230440005080088;1;"23";"18";"16";"8";"6";"2";"30";34;18;13;8;3;2;20;98
"540";230440005080089;1;"49";"46";"40";"25";"12";"8";"22";43;30;28;12;9;6;24;152
"541";230440005080090;1;"27";"38";"22";"18";"4";"2";"23";36;19;19;11;4;5;20;114
"542";230440005080091;1;"57";"48";"32";"14";"3";"2";"27";38;34;22;11;7;5;30;147
"543";230440005080092;1;"10";"14";"12";"4";"3";"0";"5";16;13;12;8;2;2;5;58
"544";230440005080093;1;"40";"42";"31";"15";"12";"16";"34";46;40;29;29;7;15;26;192
"545";230440005080094;1;"26";"26";"17";"12";"9";"7";"28";43;64;35;17;13;12;42;226
"546";230440005080095;1;"18";"9";"14";"8";"3";"7";"29";17;11;6;3;1;1;25;64
"547";230440005080096;1;"8";"7";"14";"6";"2";"2";"1";14;22;10;4;2;2;7;61
"548";230440005080097;1;"15";"13";"20";"11";"3";"3";"10";27;23;18;5;3;1;10;87
"549";230440005080098;1;"17";"18";"14";"6";"5";"4";"23";21;15;11;5;4;2;16;74
"550";230440005080099;1;"37";"26";"17";"15";"6";"4";"22";51;33;25;7;6;2;41;165
"551";230440005080140;1;"19";"17";"24";"18";"2";"4";"6";30;15;21;18;12;11;9;116
"552";230440005080141;1;"22";"25";"18";"10";"2";"5";"15";35;32;27;10;6;8;11;129
"553";230440005080142;1;"30";"29";"33";"20";"8";"4";"9";28;34;19;11;6;6;17;121
"554";230440005080143;1;"12";"21";"25";"9";"6";"1";"6";32;30;23;6;5;2;15;113
"555";230440005080144;1;"28";"39";"34";"27";"4";"4";"8";28;29;19;12;3;2;27;120
"556";230440005080145;1;"8";"12";"14";"6";"1";"0";"7";24;19;32;12;1;0;4;92
"557";230440005080146;1;"9";"27";"23";"12";"2";"3";"5";21;14;21;3;5;2;7;73
"558";230440005080147;1;"35";"40";"39";"17";"7";"5";"10";20;18;5;7;2;1;9;62
"559";230440005080148;1;"28";"36";"35";"26";"6";"11";"19";27;25;15;9;2;5;14;97
"560";230440005080149;1;"10";"13";"11";"9";"4";"3";"5";16;12;15;10;8;9;7;77
"561";230440005080150;1;"7";"23";"23";"8";"3";"4";"11";9;18;24;8;3;3;4;69
"562";230440005080151;1;"20";"37";"22";"14";"5";"4";"9";14;17;7;7;1;5;6;57
"563";230440005080152;1;"20";"23";"28";"15";"3";"5";"12";35;22;29;9;6;7;19;127
"564";230440005080153;1;"18";"23";"19";"10";"1";"3";"11";21;19;17;9;8;4;6;84
"565";230440005080154;1;"29";"21";"23";"6";"4";"1";"26";41;27;17;9;4;4;29;131
"566";230440005080155;1;"21";"9";"16";"8";"1";"1";"10";27;13;12;1;1;0;19;73
"567";230440005080156;1;"27";"38";"45";"15";"8";"4";"17";44;34;16;13;5;7;31;150
"568";230440005080157;1;"24";"18";"14";"12";"1";"2";"11";51;35;27;11;1;4;25;154
"569";230440005080158;1;"19";"17";"20";"12";"9";"3";"5";15;20;8;5;0;0;10;58
"570";230440005080159;1;"31";"25";"34";"15";"6";"4";"9";23;23;7;8;5;1;18;85
"571";230440005080160;1;"26";"30";"31";"19";"5";"1";"9";21;22;10;10;4;0;17;84
"572";230440005080161;1;"11";"20";"29";"8";"4";"3";"6";6;12;10;4;2;0;8;42
"573";230440005080162;1;"13";"27";"30";"11";"3";"4";"3";29;35;20;11;0;3;20;118
"574";230440005080163;1;"36";"58";"30";"22";"5";"1";"20";33;30;17;5;5;3;46;139
"575";230440005080164;1;"18";"26";"29";"10";"6";"4";"7";18;14;17;7;1;1;14;72
